,Path,Label,loss,pred_true
8184,PetImages/Cat/6113.jpg,Cat,0.037222385,0
11951,PetImages/Cat/9504.jpg,Cat,0.027538743,0
6918,PetImages/Cat/4975.jpg,Cat,1.5711008,1
767,PetImages/Dog/10688.jpg,Dog,0.19901405,1
1357,PetImages/Cat/11218.jpg,Cat,0.093841225,0
8308,PetImages/Cat/6225.jpg,Cat,0.07019842,0
2143,PetImages/Cat/11926.jpg,Cat,0.8312483,1
9493,PetImages/Cat/7292.jpg,Cat,0.08535178,0
2686,PetImages/Cat/12414.jpg,Cat,0.2978405,0
8453,PetImages/Dog/6356.jpg,Dog,0.020985937,1
6576,PetImages/Dog/4667.jpg,Dog,0.101073585,1
2784,PetImages/Cat/1253.jpg,Cat,0.07253903,0
9417,PetImages/Dog/7223.jpg,Dog,0.006876494,1
7411,PetImages/Cat/5418.jpg,Cat,0.11991297,0
4391,PetImages/Dog/270.jpg,Dog,1.2200271,0
12499,PetImages/Cat/9999.jpg,Cat,1.0753316,1
4612,PetImages/Dog/29.jpg,Dog,0.10676248,1
2669,PetImages/Cat/124.jpg,Cat,0.050729305,0
4495,PetImages/Cat/2794.jpg,Cat,0.12115547,0
3646,PetImages/Dog/2029.jpg,Dog,0.2583885,1
6204,PetImages/Cat/4331.jpg,Cat,0.049181163,0
9412,PetImages/Dog/7219.jpg,Dog,0.001572802,1
9228,PetImages/Dog/7053.jpg,Dog,1.0951663,0
709,PetImages/Dog/10635.jpg,Dog,0.0031813984,0
11640,PetImages/Cat/9224.jpg,Cat,0.13291655,0
12086,PetImages/Cat/9626.jpg,Cat,0.5843338,0
9765,PetImages/Cat/7537.jpg,Cat,0.13290894,0
133,PetImages/Cat/10116.jpg,Cat,0.715665,1
4015,PetImages/Cat/2361.jpg,Cat,0.0012474621,1
4526,PetImages/Dog/2821.jpg,Dog,0.0025433118,1
7345,PetImages/Dog/5359.jpg,Dog,0.39050892,1
2802,PetImages/Dog/127.jpg,Dog,0.17248009,1
3972,PetImages/Dog/2322.jpg,Dog,0.62339085,1
11039,PetImages/Dog/8684.jpg,Dog,0.046119217,0
2728,PetImages/Cat/12452.jpg,Cat,0.13861592,0
6335,PetImages/Cat/445.jpg,Cat,3.218599e-05,1
6048,PetImages/Dog/4191.jpg,Dog,0.6918109,0
10360,PetImages/Cat/8072.jpg,Cat,0.010926063,0
3398,PetImages/Cat/1806.jpg,Cat,0.00820161,1
200,PetImages/Dog/10177.jpg,Dog,0.1201517,1
11545,PetImages/Dog/9139.jpg,Dog,0.009408657,1
2702,PetImages/Dog/12429.jpg,Dog,0.19702885,0
10675,PetImages/Cat/8356.jpg,Cat,0.08797257,0
8505,PetImages/Cat/6402.jpg,Cat,0.08070672,0
5775,PetImages/Cat/3946.jpg,Cat,0.011872228,1
2828,PetImages/Dog/1293.jpg,Dog,0.3678204,0
6747,PetImages/Cat/4820.jpg,Cat,0.39574778,1
3147,PetImages/Dog/1580.jpg,Dog,0.019970773,0
6737,PetImages/Cat/4811.jpg,Cat,0.0850677,1
4126,PetImages/Dog/2461.jpg,Dog,0.03895196,0
4170,PetImages/Cat/2500.jpg,Cat,0.001980131,1
12418,PetImages/Dog/9925.jpg,Dog,0.16747911,0
12466,PetImages/Cat/9969.jpg,Cat,0.12626223,0
7256,PetImages/Cat/5279.jpg,Cat,0.22706784,1
6295,PetImages/Dog/4413.jpg,Dog,0.82926553,0
7556,PetImages/Dog/5549.jpg,Dog,2.4425,0
1136,PetImages/Dog/11019.jpg,Dog,0.036912,0
4203,PetImages/Cat/2530.jpg,Cat,0.022499993,0
10974,PetImages/Cat/8625.jpg,Cat,0.08293633,0
8783,PetImages/Cat/6653.jpg,Cat,0.17329279,0
9685,PetImages/Cat/7465.jpg,Cat,0.18394133,1
4858,PetImages/Dog/312.jpg,Dog,0.24111277,0
8939,PetImages/Cat/6794.jpg,Cat,0.0288267,1
7645,PetImages/Dog/5629.jpg,Dog,0.094304,0
6141,PetImages/Cat/4275.jpg,Cat,0.012918825,1
4413,PetImages/Dog/272.jpg,Dog,0.010329949,1
12012,PetImages/Dog/956.jpg,Dog,0.07713325,0
5891,PetImages/Cat/405.jpg,Cat,0.35623235,0
9537,PetImages/Cat/7331.jpg,Cat,0.07972633,0
7037,PetImages/Cat/5081.jpg,Cat,1.0712165,0
9152,PetImages/Dog/6986.jpg,Dog,0.026061686,0
5586,PetImages/Cat/3776.jpg,Cat,0.037810836,0
7798,PetImages/Cat/5767.jpg,Cat,0.0073976396,1
1836,PetImages/Dog/1165.jpg,Dog,0.3551051,0
4474,PetImages/Cat/2775.jpg,Cat,0.04079266,0
6803,PetImages/Cat/4871.jpg,Cat,0.124977365,1
2287,PetImages/Dog/12055.jpg,Dog,0.03887858,1
3719,PetImages/Dog/2095.jpg,Dog,0.027373817,1
11625,PetImages/Dog/9210.jpg,Dog,0.039221708,0
4185,PetImages/Cat/2514.jpg,Cat,0.03346894,0
1379,PetImages/Cat/11238.jpg,Cat,0.027351083,1
11304,PetImages/Dog/8922.jpg,Dog,0.003938182,1
9136,PetImages/Dog/6971.jpg,Dog,0.09130075,1
11874,PetImages/Dog/9435.jpg,Dog,0.065303154,1
10547,PetImages/Dog/8240.jpg,Dog,0.07329065,0
11123,PetImages/Cat/876.jpg,Cat,0.08566915,0
4653,PetImages/Cat/2936.jpg,Cat,0.46454936,1
4160,PetImages/Dog/2492.jpg,Dog,0.7990538,1
1839,PetImages/Cat/11652.jpg,Cat,0.026646527,1
5334,PetImages/Dog/3549.jpg,Dog,0.00042775064,1
9659,PetImages/Dog/7441.jpg,Dog,0.0006480501,1
1403,PetImages/Dog/1126.jpg,Dog,0.0006668728,1
2462,PetImages/Dog/12212.jpg,Dog,1.436668,1
5138,PetImages/Cat/3372.jpg,Cat,0.025045387,0
8315,PetImages/Cat/6231.jpg,Cat,0.031633295,1
7134,PetImages/Dog/5169.jpg,Dog,0.03623427,0
9510,PetImages/Cat/7307.jpg,Cat,0.024250079,1
2917,PetImages/Dog/1373.jpg,Dog,1.4984016,0
9628,PetImages/Dog/7413.jpg,Dog,0.21803227,0
7724,PetImages/Cat/570.jpg,Cat,0.027520534,0
9835,PetImages/Cat/760.jpg,Cat,0.53185076,1
2687,PetImages/Dog/12415.jpg,Dog,0.3668879,0
8327,PetImages/Cat/6242.jpg,Cat,1.4987826,0
3809,PetImages/Dog/2176.jpg,Dog,1.9780091,0
4463,PetImages/Dog/2765.jpg,Dog,0.20199384,0
10195,PetImages/Cat/7924.jpg,Cat,0.25101757,0
12202,PetImages/Cat/9730.jpg,Cat,0.15289192,0
11093,PetImages/Cat/8732.jpg,Cat,0.12010011,0
9300,PetImages/Cat/7118.jpg,Cat,0.20597808,0
11676,PetImages/Cat/9257.jpg,Cat,0.0029855461,1
7109,PetImages/Dog/5146.jpg,Dog,0.044455484,0
3182,PetImages/Cat/1611.jpg,Cat,0.036168966,0
556,PetImages/Cat/10498.jpg,Cat,0.13979582,1
6264,PetImages/Dog/4386.jpg,Dog,0.9125776,0
3056,PetImages/Dog/1499.jpg,Dog,0.023862315,0
10569,PetImages/Cat/8260.jpg,Cat,0.2358131,0
1943,PetImages/Cat/11746.jpg,Cat,0.06828886,0
8477,PetImages/Cat/6378.jpg,Cat,0.06913803,1
5279,PetImages/Dog/35.jpg,Dog,0.100846104,1
514,PetImages/Dog/1046.jpg,Dog,0.1947604,0
12306,PetImages/Cat/9824.jpg,Cat,0.16531485,1
473,PetImages/Dog/10422.jpg,Dog,0.13809523,1
2223,PetImages/Dog/11999.jpg,Dog,0.12491045,1
4991,PetImages/Dog/324.jpg,Dog,0.4217829,0
8462,PetImages/Cat/6364.jpg,Cat,0.013672394,0
8893,PetImages/Cat/6752.jpg,Cat,0.10682848,0
10135,PetImages/Cat/7870.jpg,Cat,0.3558896,1
5053,PetImages/Dog/3296.jpg,Dog,0.00085615215,1
1875,PetImages/Dog/11685.jpg,Dog,0.028193185,1
1115,PetImages/Dog/1100.jpg,Dog,0.21024728,1
2860,PetImages/Dog/1321.jpg,Dog,0.09531865,0
9440,PetImages/Cat/7244.jpg,Cat,0.12871805,0
9788,PetImages/Cat/7558.jpg,Cat,1.390998,1
11894,PetImages/Cat/9453.jpg,Cat,0.0015317386,1
11227,PetImages/Dog/8853.jpg,Dog,2.4494185,1
3598,PetImages/Cat/1987.jpg,Cat,0.4276459,0
9252,PetImages/Cat/7075.jpg,Cat,0.0035837968,1
6304,PetImages/Dog/4421.jpg,Dog,0.13157886,0
4258,PetImages/Cat/2580.jpg,Cat,0.0065225568,1
8688,PetImages/Dog/6568.jpg,Dog,0.0008374521,1
12343,PetImages/Dog/9858.jpg,Dog,0.044224214,1
7811,PetImages/Dog/5779.jpg,Dog,0.16980308,0
4115,PetImages/Cat/2451.jpg,Cat,0.36401188,0
9003,PetImages/Cat/6851.jpg,Cat,0.0044902926,1
6248,PetImages/Dog/4371.jpg,Dog,0.15775639,1
125,PetImages/Dog/10109.jpg,Dog,0.37595335,1
12128,PetImages/Dog/9664.jpg,Dog,0.040493,1
11543,PetImages/Dog/9137.jpg,Dog,0.008914199,1
11861,PetImages/Dog/9423.jpg,Dog,0.005584354,1
11547,PetImages/Dog/9140.jpg,Dog,0.37272745,1
23,PetImages/Dog/10017.jpg,Dog,0.09073621,1
10228,PetImages/Dog/7954.jpg,Dog,0.9365697,0
2655,PetImages/Dog/12387.jpg,Dog,0.032502957,1
654,PetImages/Dog/10586.jpg,Dog,0.76322097,0
11302,PetImages/Dog/8920.jpg,Dog,0.97359097,0
1573,PetImages/Dog/11412.jpg,Dog,0.104781576,1
6617,PetImages/Dog/4703.jpg,Dog,0.15486912,0
4439,PetImages/Cat/2743.jpg,Cat,0.11699372,0
10828,PetImages/Cat/8494.jpg,Cat,0.25642347,0
11296,PetImages/Cat/8915.jpg,Cat,0.002100287,1
5798,PetImages/Dog/3967.jpg,Dog,2.7018087,1
9224,PetImages/Cat/705.jpg,Cat,0.052105334,1
9119,PetImages/Dog/6956.jpg,Dog,0.048769,0
11027,PetImages/Cat/8673.jpg,Cat,0.6289133,0
6450,PetImages/Cat/4553.jpg,Cat,0.14558525,0
11503,PetImages/Cat/9100.jpg,Cat,0.076989,0
4067,PetImages/Cat/2408.jpg,Cat,0.0016301689,1
10125,PetImages/Dog/7861.jpg,Dog,0.0738545,1
4775,PetImages/Dog/3045.jpg,Dog,0.5898097,0
4448,PetImages/Cat/2751.jpg,Cat,0.35954002,1
1941,PetImages/Dog/11744.jpg,Dog,0.17144702,0
4978,PetImages/Cat/3228.jpg,Cat,0.15301837,1
2892,PetImages/Dog/1350.jpg,Dog,0.013806203,0
10228,PetImages/Cat/7954.jpg,Cat,0.16924474,0
33,PetImages/Cat/10026.jpg,Cat,0.135016,0
3758,PetImages/Cat/213.jpg,Cat,0.19334234,1
8405,PetImages/Dog/6312.jpg,Dog,0.056918066,1
2932,PetImages/Dog/1387.jpg,Dog,0.07435838,1
7106,PetImages/Dog/5143.jpg,Dog,0.36643308,0
1939,PetImages/Cat/11742.jpg,Cat,0.107855976,0
1369,PetImages/Cat/11229.jpg,Cat,0.067203484,1
3017,PetImages/Dog/1463.jpg,Dog,0.54734045,0
10038,PetImages/Cat/7783.jpg,Cat,0.12289774,0
11839,PetImages/Cat/9403.jpg,Cat,0.23662609,1
1900,PetImages/Dog/11707.jpg,Dog,0.2693277,0
5165,PetImages/Cat/3397.jpg,Cat,0.6698737,0
3005,PetImages/Cat/1452.jpg,Cat,0.12655176,1
7862,PetImages/Dog/5824.jpg,Dog,0.030095767,0
6346,PetImages/Cat/446.jpg,Cat,0.3530587,0
12461,PetImages/Cat/9964.jpg,Cat,0.6341487,1
10639,PetImages/Dog/8323.jpg,Dog,0.32669342,0
7602,PetImages/Cat/5590.jpg,Cat,0.29345575,0
10731,PetImages/Cat/8406.jpg,Cat,1.1495667,0
5825,PetImages/Dog/3991.jpg,Dog,1.2656724,0
1722,PetImages/Dog/11547.jpg,Dog,0.017804442,1
7169,PetImages/Dog/520.jpg,Dog,0.025999315,1
11895,PetImages/Dog/9454.jpg,Dog,0.13775419,0
3453,PetImages/Cat/1856.jpg,Cat,0.008849449,1
2500,PetImages/Dog/12247.jpg,Dog,0.35523206,0
1621,PetImages/Cat/11456.jpg,Cat,2.559552,1
704,PetImages/Cat/10630.jpg,Cat,0.4553705,1
7541,PetImages/Dog/5535.jpg,Dog,0.0009166568,1
5740,PetImages/Dog/3914.jpg,Dog,0.011774448,1
11267,PetImages/Dog/889.jpg,Dog,1.3734462,0
8815,PetImages/Dog/6682.jpg,Dog,0.010743044,1
9571,PetImages/Dog/7362.jpg,Dog,0.112987824,0
9068,PetImages/Cat/691.jpg,Cat,0.35443476,0
9477,PetImages/Cat/7278.jpg,Cat,0.06174316,1
4671,PetImages/Dog/2952.jpg,Dog,1.4602691,1
9766,PetImages/Cat/7538.jpg,Cat,0.0065946802,0
1315,PetImages/Cat/11180.jpg,Cat,0.020764818,0
5225,PetImages/Cat/3450.jpg,Cat,0.0032143139,1
9188,PetImages/Dog/7017.jpg,Dog,0.035978206,1
10292,PetImages/Dog/8010.jpg,Dog,0.05955425,0
48,PetImages/Cat/1004.jpg,Cat,0.08184071,0
11689,PetImages/Cat/9269.jpg,Cat,0.012982488,1
10933,PetImages/Dog/8589.jpg,Dog,0.07324767,1
9053,PetImages/Dog/6897.jpg,Dog,0.022575635,1
11084,PetImages/Dog/8724.jpg,Dog,0.026766308,0
7079,PetImages/Cat/5119.jpg,Cat,0.024673283,1
1514,PetImages/Dog/1136.jpg,Dog,0.044127606,0
8613,PetImages/Cat/650.jpg,Cat,0.3584554,0
5114,PetImages/Cat/3350.jpg,Cat,0.032054886,0
11500,PetImages/Cat/9099.jpg,Cat,0.39958164,1
10564,PetImages/Dog/8256.jpg,Dog,0.024410866,0
8029,PetImages/Cat/5975.jpg,Cat,0.0046834773,1
11555,PetImages/Dog/9148.jpg,Dog,0.24479309,1
9132,PetImages/Dog/6968.jpg,Dog,0.008483326,1
11893,PetImages/Dog/9452.jpg,Dog,0.23227315,0
6673,PetImages/Cat/4754.jpg,Cat,0.25908315,0
6633,PetImages/Cat/4718.jpg,Cat,0.057162408,0
7996,PetImages/Cat/5945.jpg,Cat,0.04272387,1
2884,PetImages/Dog/1343.jpg,Dog,0.09289873,1
7055,PetImages/Dog/5098.jpg,Dog,0.0006829552,1
8941,PetImages/Dog/6796.jpg,Dog,0.16367193,0
1220,PetImages/Cat/11095.jpg,Cat,0.025639534,1
12293,PetImages/Dog/9812.jpg,Dog,0.030489793,0
598,PetImages/Cat/10535.jpg,Cat,0.0065736,1
8098,PetImages/Dog/6036.jpg,Dog,0.005946682,1
8166,PetImages/Dog/6098.jpg,Dog,0.2919503,0
8221,PetImages/Cat/6147.jpg,Cat,0.40687135,1
6914,PetImages/Dog/4971.jpg,Dog,0.040225543,0
7701,PetImages/Cat/568.jpg,Cat,0.5780245,0
7880,PetImages/Cat/5840.jpg,Cat,0.012057867,1
1921,PetImages/Dog/11726.jpg,Dog,0.07022286,0
7352,PetImages/Cat/5365.jpg,Cat,0.077745125,1
11424,PetImages/Dog/903.jpg,Dog,0.028943095,0
3325,PetImages/Cat/1740.jpg,Cat,1.6266603,0
3978,PetImages/Dog/2328.jpg,Dog,0.039273404,1
5183,PetImages/Dog/3412.jpg,Dog,0.0028508757,1
6436,PetImages/Dog/4540.jpg,Dog,0.2701395,0
3051,PetImages/Cat/1494.jpg,Cat,1.3891933,1
7481,PetImages/Cat/5481.jpg,Cat,2.6583319e-05,1
1106,PetImages/Dog/10993.jpg,Dog,0.08710538,0
10763,PetImages/Cat/8435.jpg,Cat,0.17310852,0
8119,PetImages/Cat/6055.jpg,Cat,0.16515751,1
8189,PetImages/Dog/6118.jpg,Dog,0.00086746726,1
3954,PetImages/Dog/2306.jpg,Dog,0.63974714,1
6803,PetImages/Dog/4871.jpg,Dog,0.011766436,0
9573,PetImages/Cat/7364.jpg,Cat,0.084127195,0
11202,PetImages/Cat/8830.jpg,Cat,0.024758995,1
6226,PetImages/Dog/4351.jpg,Dog,0.32918057,1
3790,PetImages/Dog/2159.jpg,Dog,0.1501025,1
12391,PetImages/Dog/9900.jpg,Dog,2.2987185,0
2381,PetImages/Dog/1214.jpg,Dog,0.09902922,0
1997,PetImages/Cat/11795.jpg,Cat,0.22830428,0
214,PetImages/Cat/1019.jpg,Cat,0.42142633,0
2204,PetImages/Cat/11981.jpg,Cat,0.45426047,1
5891,PetImages/Dog/405.jpg,Dog,0.33991832,0
2161,PetImages/Cat/11942.jpg,Cat,1.275567,1
5448,PetImages/Cat/3651.jpg,Cat,0.17876683,1
6161,PetImages/Dog/4293.jpg,Dog,0.0009588173,1
11548,PetImages/Dog/9141.jpg,Dog,0.0380071,0
10651,PetImages/Cat/8334.jpg,Cat,0.46616423,1
10982,PetImages/Dog/8632.jpg,Dog,0.21687911,0
9301,PetImages/Cat/7119.jpg,Cat,0.35923317,1
6581,PetImages/Dog/4671.jpg,Dog,0.013779631,1
733,PetImages/Dog/10657.jpg,Dog,0.4822362,1
9301,PetImages/Dog/7119.jpg,Dog,0.5101486,0
402,PetImages/Cat/10359.jpg,Cat,0.12072238,0
9585,PetImages/Cat/7375.jpg,Cat,0.009741034,1
11480,PetImages/Dog/9080.jpg,Dog,0.5617905,1
7698,PetImages/Dog/5677.jpg,Dog,0.0028005925,1
5888,PetImages/Dog/4047.jpg,Dog,0.06335334,0
7292,PetImages/Cat/5310.jpg,Cat,0.19317058,0
3725,PetImages/Cat/210.jpg,Cat,0.087346934,1
149,PetImages/Dog/10130.jpg,Dog,0.038846586,1
10921,PetImages/Dog/8578.jpg,Dog,0.014972569,0
3761,PetImages/Cat/2132.jpg,Cat,0.019735288,0
5909,PetImages/Cat/4066.jpg,Cat,0.20228048,0
3285,PetImages/Cat/1704.jpg,Cat,0.017108358,0
3776,PetImages/Cat/2146.jpg,Cat,0.0387826,0
496,PetImages/Cat/10443.jpg,Cat,0.0009750141,1
3639,PetImages/Dog/2022.jpg,Dog,0.2551058,0
5827,PetImages/Cat/3993.jpg,Cat,1.4327025,1
1603,PetImages/Cat/1144.jpg,Cat,0.0049581197,1
6807,PetImages/Dog/4875.jpg,Dog,0.17022549,0
2228,PetImages/Cat/12001.jpg,Cat,0.27966195,0
5807,PetImages/Cat/3975.jpg,Cat,1.0813984,1
8878,PetImages/Cat/6739.jpg,Cat,0.04336469,1
2819,PetImages/Dog/1285.jpg,Dog,0.02447136,0
7241,PetImages/Cat/5265.jpg,Cat,0.13405702,1
5970,PetImages/Dog/4120.jpg,Dog,1.1396484,0
9242,PetImages/Dog/7066.jpg,Dog,0.22291894,0
4678,PetImages/Cat/2959.jpg,Cat,0.10718977,0
1078,PetImages/Cat/10968.jpg,Cat,0.40922853,1
2119,PetImages/Dog/11904.jpg,Dog,0.12791267,0
8090,PetImages/Cat/6029.jpg,Cat,0.017419208,0
6694,PetImages/Cat/4773.jpg,Cat,0.34501114,1
12072,PetImages/Dog/9613.jpg,Dog,0.11970718,0
12381,PetImages/Cat/9892.jpg,Cat,0.38785604,1
8554,PetImages/Dog/6447.jpg,Dog,0.04773973,1
7242,PetImages/Dog/5266.jpg,Dog,0.21566479,1
10549,PetImages/Dog/8242.jpg,Dog,0.7906054,0
5753,PetImages/Dog/3926.jpg,Dog,0.8503408,0
6960,PetImages/Dog/5011.jpg,Dog,0.16876735,0
9640,PetImages/Cat/7424.jpg,Cat,0.07672815,0
806,PetImages/Cat/10722.jpg,Cat,0.044671766,1
5155,PetImages/Dog/3388.jpg,Dog,0.013615479,0
11233,PetImages/Cat/8859.jpg,Cat,0.006476366,1
3480,PetImages/Dog/1880.jpg,Dog,0.050213713,1
8984,PetImages/Dog/6834.jpg,Dog,0.770756,0
9381,PetImages/Dog/7191.jpg,Dog,0.015926296,1
8241,PetImages/Dog/6165.jpg,Dog,0.08702135,0
3002,PetImages/Cat/145.jpg,Cat,0.03385553,0
4234,PetImages/Cat/2559.jpg,Cat,0.005521523,1
7565,PetImages/Dog/5557.jpg,Dog,0.022859972,1
2227,PetImages/Dog/12000.jpg,Dog,0.004947681,1
7415,PetImages/Dog/5421.jpg,Dog,0.5547317,0
8461,PetImages/Cat/6363.jpg,Cat,0.08706266,1
6418,PetImages/Dog/4524.jpg,Dog,0.08540399,0
5063,PetImages/Cat/3304.jpg,Cat,0.51316524,0
2999,PetImages/Cat/1447.jpg,Cat,0.017286116,1
9254,PetImages/Dog/7077.jpg,Dog,0.21893224,0
864,PetImages/Cat/10775.jpg,Cat,0.21247937,0
10489,PetImages/Cat/8189.jpg,Cat,0.73208153,0
5820,PetImages/Dog/3987.jpg,Dog,0.037019763,1
6155,PetImages/Dog/4288.jpg,Dog,0.8830887,0
9867,PetImages/Dog/7629.jpg,Dog,0.86678195,0
3265,PetImages/Dog/1687.jpg,Dog,0.046335142,1
1661,PetImages/Dog/11492.jpg,Dog,0.0041774157,0
9307,PetImages/Cat/7124.jpg,Cat,0.32954383,1
5992,PetImages/Dog/4140.jpg,Dog,0.021375868,0
7605,PetImages/Cat/5593.jpg,Cat,0.30212137,0
4518,PetImages/Cat/2814.jpg,Cat,0.25956982,1
12458,PetImages/Dog/9961.jpg,Dog,0.0025868306,1
667,PetImages/Dog/10598.jpg,Dog,3.5597215,0
2569,PetImages/Dog/12309.jpg,Dog,0.18837576,1
5540,PetImages/Dog/3734.jpg,Dog,0.05048758,1
5739,PetImages/Dog/3913.jpg,Dog,0.4372398,1
9082,PetImages/Dog/6922.jpg,Dog,0.04993308,1
5276,PetImages/Dog/3497.jpg,Dog,1.4002512,0
9505,PetImages/Dog/7302.jpg,Dog,0.30455163,0
9185,PetImages/Cat/7014.jpg,Cat,0.16273275,0
6875,PetImages/Cat/4936.jpg,Cat,0.3853161,0
11669,PetImages/Cat/9250.jpg,Cat,0.17967135,0
11211,PetImages/Cat/8839.jpg,Cat,0.5010712,0
7675,PetImages/Cat/5656.jpg,Cat,0.17798083,0
8770,PetImages/Cat/6641.jpg,Cat,0.27448502,0
10396,PetImages/Cat/8104.jpg,Cat,0.20741777,0
8381,PetImages/Cat/6291.jpg,Cat,0.009258196,1
10421,PetImages/Dog/8127.jpg,Dog,0.06999603,1
3368,PetImages/Dog/178.jpg,Dog,0.023116972,1
10793,PetImages/Dog/8462.jpg,Dog,0.0033912312,1
8322,PetImages/Dog/6238.jpg,Dog,0.27261722,0
4677,PetImages/Cat/2958.jpg,Cat,0.013830658,1
72,PetImages/Dog/10061.jpg,Dog,0.023304611,0
9204,PetImages/Cat/7031.jpg,Cat,0.13776582,1
11851,PetImages/Dog/9414.jpg,Dog,0.14785439,0
9929,PetImages/Cat/7685.jpg,Cat,0.016806673,1
5917,PetImages/Dog/4073.jpg,Dog,0.01360466,0
10423,PetImages/Cat/8129.jpg,Cat,0.035552856,1
8462,PetImages/Dog/6364.jpg,Dog,0.4982589,1
2516,PetImages/Dog/12261.jpg,Dog,0.2987996,0
9843,PetImages/Cat/7607.jpg,Cat,0.06062978,1
