,Path,Label,loss,pred_true,Prediction
5398,PetImages/Dog/3606.jpg,Dog,0.39876243,1,Dog
5653,PetImages/Dog/3836.jpg,Dog,0.39876142,1,Dog
7745,PetImages/Dog/5719.jpg,Dog,0.39846262,0,Cat
9696,PetImages/Dog/7475.jpg,Dog,0.3983452,1,Dog
1399,PetImages/Dog/11256.jpg,Dog,0.39798358,1,Dog
4009,PetImages/Dog/2356.jpg,Dog,0.39764547,1,Dog
3087,PetImages/Dog/1526.jpg,Dog,0.3975517,0,Cat
1453,PetImages/Dog/11304.jpg,Dog,0.39747718,1,Dog
3963,PetImages/Dog/2314.jpg,Dog,0.39737183,0,Cat
2703,PetImages/Dog/1243.jpg,Dog,0.3972147,1,Dog
9865,PetImages/Dog/7627.jpg,Dog,0.3971638,0,Cat
11297,PetImages/Dog/8916.jpg,Dog,0.39647433,0,Cat
5818,PetImages/Dog/3985.jpg,Dog,0.3962489,0,Cat
5256,PetImages/Dog/3479.jpg,Dog,0.39571592,1,Dog
1654,PetImages/Dog/11486.jpg,Dog,0.39526337,1,Dog
12286,PetImages/Dog/9806.jpg,Dog,0.3951133,1,Dog
1307,PetImages/Dog/11173.jpg,Dog,0.39482436,1,Dog
5231,PetImages/Dog/3456.jpg,Dog,0.39469382,1,Dog
6769,PetImages/Dog/4840.jpg,Dog,0.39455804,0,Cat
4941,PetImages/Dog/3195.jpg,Dog,0.39422488,1,Dog
6685,PetImages/Dog/4765.jpg,Dog,0.39420927,1,Dog
7830,PetImages/Dog/5796.jpg,Dog,0.3941261,1,Dog
10503,PetImages/Dog/8200.jpg,Dog,0.39365527,0,Cat
10050,PetImages/Dog/7794.jpg,Dog,0.39336774,1,Dog
11616,PetImages/Dog/9202.jpg,Dog,0.3933597,1,Dog
4689,PetImages/Dog/2969.jpg,Dog,0.39329687,1,Dog
5282,PetImages/Dog/3501.jpg,Dog,0.3931156,1,Dog
4273,PetImages/Dog/2594.jpg,Dog,0.39275065,0,Cat
7408,PetImages/Dog/5415.jpg,Dog,0.39273506,1,Dog
5018,PetImages/Dog/3264.jpg,Dog,0.39241084,1,Dog
2609,PetImages/Dog/12345.jpg,Dog,0.39210534,1,Dog
9182,PetImages/Dog/7011.jpg,Dog,0.3920234,1,Dog
1375,PetImages/Dog/11234.jpg,Dog,0.39196002,0,Cat
11233,PetImages/Dog/8859.jpg,Dog,0.3919387,0,Cat
823,PetImages/Dog/10738.jpg,Dog,0.39186513,0,Cat
10736,PetImages/Dog/8410.jpg,Dog,0.39171705,0,Cat
8422,PetImages/Dog/6328.jpg,Dog,0.39163205,0,Cat
4967,PetImages/Dog/3218.jpg,Dog,0.39162624,1,Dog
7060,PetImages/Dog/5101.jpg,Dog,0.39154282,0,Cat
3685,PetImages/Dog/2064.jpg,Dog,0.39150655,0,Cat
7000,PetImages/Dog/5048.jpg,Dog,0.39150593,1,Dog
117,PetImages/Dog/10101.jpg,Dog,0.39149785,1,Dog
9071,PetImages/Dog/6912.jpg,Dog,0.3913557,1,Dog
7753,PetImages/Dog/5726.jpg,Dog,0.39133206,1,Dog
8669,PetImages/Dog/6550.jpg,Dog,0.3913303,0,Cat
397,PetImages/Dog/10354.jpg,Dog,0.39117745,1,Dog
6233,PetImages/Dog/4358.jpg,Dog,0.3908635,1,Dog
7345,PetImages/Dog/5359.jpg,Dog,0.39050892,1,Dog
3188,PetImages/Dog/1617.jpg,Dog,0.3903954,1,Dog
4683,PetImages/Dog/2963.jpg,Dog,0.3902308,1,Dog
10767,PetImages/Dog/8439.jpg,Dog,0.39002123,0,Cat
12302,PetImages/Dog/9820.jpg,Dog,0.38997757,0,Cat
7660,PetImages/Dog/5642.jpg,Dog,0.3899771,1,Dog
10017,PetImages/Dog/7764.jpg,Dog,0.3897455,0,Cat
6110,PetImages/Dog/4247.jpg,Dog,0.38973856,1,Dog
3250,PetImages/Dog/1673.jpg,Dog,0.38940668,0,Cat
2001,PetImages/Dog/11799.jpg,Dog,0.3893818,1,Dog
11158,PetImages/Dog/8791.jpg,Dog,0.3889406,1,Dog
6849,PetImages/Dog/4912.jpg,Dog,0.38888565,0,Cat
9316,PetImages/Dog/7132.jpg,Dog,0.38842264,1,Dog
369,PetImages/Dog/10329.jpg,Dog,0.38814354,0,Cat
8196,PetImages/Dog/6124.jpg,Dog,0.38717768,0,Cat
2214,PetImages/Dog/11990.jpg,Dog,0.38692072,0,Cat
3618,PetImages/Dog/2003.jpg,Dog,0.38632664,1,Dog
7520,PetImages/Dog/5516.jpg,Dog,0.38609898,1,Dog
4105,PetImages/Dog/2442.jpg,Dog,0.38588235,1,Dog
5792,PetImages/Dog/3961.jpg,Dog,0.38578388,0,Cat
12207,PetImages/Dog/9735.jpg,Dog,0.38569376,0,Cat
5846,PetImages/Dog/4009.jpg,Dog,0.3856867,0,Cat
11653,PetImages/Dog/9236.jpg,Dog,0.38559946,0,Cat
4580,PetImages/Dog/2870.jpg,Dog,0.385593,1,Dog
6962,PetImages/Dog/5013.jpg,Dog,0.38544244,1,Dog
7972,PetImages/Dog/5923.jpg,Dog,0.38504863,0,Cat
6284,PetImages/Dog/4403.jpg,Dog,0.38485613,0,Cat
3366,PetImages/Dog/1778.jpg,Dog,0.38477817,0,Cat
4154,PetImages/Dog/2487.jpg,Dog,0.3844944,0,Cat
2764,PetImages/Dog/12485.jpg,Dog,0.38444856,0,Cat
10097,PetImages/Dog/7836.jpg,Dog,0.3842164,1,Dog
11129,PetImages/Dog/8765.jpg,Dog,0.38418052,1,Dog
6607,PetImages/Dog/4695.jpg,Dog,0.38406822,0,Cat
324,PetImages/Dog/10289.jpg,Dog,0.38402852,0,Cat
11942,PetImages/Dog/9497.jpg,Dog,0.3835648,1,Dog
5944,PetImages/Dog/4098.jpg,Dog,0.38302496,1,Dog
3441,PetImages/Dog/1845.jpg,Dog,0.3829892,1,Dog
12186,PetImages/Dog/9716.jpg,Dog,0.38292602,0,Cat
11086,PetImages/Dog/8726.jpg,Dog,0.38258466,1,Dog
7978,PetImages/Dog/5929.jpg,Dog,0.38236916,1,Dog
11686,PetImages/Dog/9266.jpg,Dog,0.38230604,0,Cat
729,PetImages/Dog/10653.jpg,Dog,0.38203767,1,Dog
524,PetImages/Dog/10469.jpg,Dog,0.38198978,0,Cat
4174,PetImages/Dog/2504.jpg,Dog,0.3817568,1,Dog
6563,PetImages/Dog/4655.jpg,Dog,0.3816047,1,Dog
7840,PetImages/Dog/5804.jpg,Dog,0.38152647,1,Dog
1696,PetImages/Dog/11523.jpg,Dog,0.38121915,1,Dog
10843,PetImages/Dog/8507.jpg,Dog,0.38108602,0,Cat
8529,PetImages/Dog/6424.jpg,Dog,0.3807097,0,Cat
8353,PetImages/Dog/6266.jpg,Dog,0.38066784,0,Cat
11483,PetImages/Dog/9083.jpg,Dog,0.38054237,0,Cat
11211,PetImages/Dog/8839.jpg,Dog,0.38046944,1,Dog
505,PetImages/Dog/10451.jpg,Dog,0.38046163,1,Dog
11348,PetImages/Dog/8962.jpg,Dog,0.38040736,1,Dog
7016,PetImages/Dog/5062.jpg,Dog,0.38032913,0,Cat
1678,PetImages/Dog/11507.jpg,Dog,0.3803134,1,Dog
6484,PetImages/Dog/4584.jpg,Dog,0.380017,1,Dog
6334,PetImages/Dog/4449.jpg,Dog,0.37995514,0,Cat
3379,PetImages/Dog/179.jpg,Dog,0.37991887,1,Dog
6278,PetImages/Dog/4399.jpg,Dog,0.37959146,1,Dog
8566,PetImages/Dog/6458.jpg,Dog,0.379353,1,Dog
1044,PetImages/Dog/10937.jpg,Dog,0.37904873,0,Cat
12021,PetImages/Dog/9568.jpg,Dog,0.37901372,1,Dog
11010,PetImages/Dog/8658.jpg,Dog,0.37900785,1,Dog
4501,PetImages/Dog/28.jpg,Dog,0.37887648,0,Cat
9394,PetImages/Dog/7202.jpg,Dog,0.37840274,1,Dog
4723,PetImages/Dog/3.jpg,Dog,0.3783988,1,Dog
11452,PetImages/Dog/9055.jpg,Dog,0.37804088,1,Dog
6086,PetImages/Dog/4225.jpg,Dog,0.3778693,1,Dog
1140,PetImages/Dog/11022.jpg,Dog,0.37775937,0,Cat
5677,PetImages/Dog/3858.jpg,Dog,0.3776398,1,Dog
3908,PetImages/Dog/2265.jpg,Dog,0.3775545,0,Cat
10082,PetImages/Dog/7822.jpg,Dog,0.37745976,1,Dog
2644,PetImages/Dog/12377.jpg,Dog,0.37728128,1,Dog
8838,PetImages/Dog/6702.jpg,Dog,0.3772632,1,Dog
8400,PetImages/Dog/6308.jpg,Dog,0.3770724,1,Dog
2972,PetImages/Dog/1422.jpg,Dog,0.37695783,1,Dog
10854,PetImages/Dog/8517.jpg,Dog,0.37692562,0,Cat
11924,PetImages/Dog/9480.jpg,Dog,0.3763405,1,Dog
4699,PetImages/Dog/2978.jpg,Dog,0.37620607,0,Cat
9801,PetImages/Dog/757.jpg,Dog,0.37617007,0,Cat
2591,PetImages/Dog/12329.jpg,Dog,0.3759856,0,Cat
125,PetImages/Dog/10109.jpg,Dog,0.37595335,1,Dog
313,PetImages/Dog/10279.jpg,Dog,0.37594467,1,Dog
11489,PetImages/Dog/9089.jpg,Dog,0.3758751,0,Cat
3098,PetImages/Dog/1536.jpg,Dog,0.3756629,1,Dog
7217,PetImages/Dog/5243.jpg,Dog,0.3755476,0,Cat
981,PetImages/Dog/10880.jpg,Dog,0.37508023,0,Cat
1536,PetImages/Dog/1138.jpg,Dog,0.37495637,1,Dog
647,PetImages/Dog/1058.jpg,Dog,0.37483403,1,Dog
1841,PetImages/Dog/11654.jpg,Dog,0.3741844,0,Cat
29,PetImages/Dog/10022.jpg,Dog,0.3741387,1,Dog
4760,PetImages/Dog/3031.jpg,Dog,0.37412077,0,Cat
226,PetImages/Dog/1020.jpg,Dog,0.37400088,1,Dog
10704,PetImages/Dog/8382.jpg,Dog,0.3739698,0,Cat
6350,PetImages/Dog/4463.jpg,Dog,0.3738229,1,Dog
2821,PetImages/Dog/1287.jpg,Dog,0.37374544,1,Dog
10041,PetImages/Dog/7786.jpg,Dog,0.37368768,0,Cat
10036,PetImages/Dog/7781.jpg,Dog,0.37365857,1,Dog
11560,PetImages/Dog/9152.jpg,Dog,0.37365678,1,Dog
6003,PetImages/Dog/4150.jpg,Dog,0.37360132,1,Dog
8216,PetImages/Dog/6142.jpg,Dog,0.37346396,1,Dog
4952,PetImages/Dog/3204.jpg,Dog,0.37318978,1,Dog
11403,PetImages/Dog/9010.jpg,Dog,0.37308404,0,Cat
503,PetImages/Dog/1045.jpg,Dog,0.37283897,0,Cat
10960,PetImages/Dog/8612.jpg,Dog,0.37273067,1,Dog
11547,PetImages/Dog/9140.jpg,Dog,0.37272745,1,Dog
12478,PetImages/Dog/998.jpg,Dog,0.37251022,1,Dog
3378,PetImages/Dog/1789.jpg,Dog,0.3724479,1,Dog
5703,PetImages/Dog/3881.jpg,Dog,0.37243107,0,Cat
2659,PetImages/Dog/12390.jpg,Dog,0.37232122,1,Dog
208,PetImages/Dog/10184.jpg,Dog,0.3722325,1,Dog
2019,PetImages/Dog/11814.jpg,Dog,0.37222627,1,Dog
1093,PetImages/Dog/10981.jpg,Dog,0.37207648,0,Cat
3029,PetImages/Dog/1474.jpg,Dog,0.37158546,1,Dog
8012,PetImages/Dog/596.jpg,Dog,0.37152708,1,Dog
3392,PetImages/Dog/1800.jpg,Dog,0.3713537,1,Dog
7049,PetImages/Dog/5092.jpg,Dog,0.3706283,1,Dog
10010,PetImages/Dog/7758.jpg,Dog,0.37032428,1,Dog
4106,PetImages/Dog/2443.jpg,Dog,0.37006882,0,Cat
8871,PetImages/Dog/6732.jpg,Dog,0.36999413,0,Cat
6696,PetImages/Dog/4775.jpg,Dog,0.36995438,0,Cat
5309,PetImages/Dog/3526.jpg,Dog,0.3696204,1,Dog
4031,PetImages/Dog/2376.jpg,Dog,0.36959815,1,Dog
10738,PetImages/Dog/8412.jpg,Dog,0.36921662,0,Cat
2398,PetImages/Dog/12155.jpg,Dog,0.36901394,1,Dog
4051,PetImages/Dog/2394.jpg,Dog,0.368973,1,Dog
11449,PetImages/Dog/9052.jpg,Dog,0.36887985,1,Dog
6534,PetImages/Dog/4629.jpg,Dog,0.3686476,1,Dog
4864,PetImages/Dog/3125.jpg,Dog,0.36853406,1,Dog
111,PetImages/Dog/10097.jpg,Dog,0.3684017,0,Cat
2763,PetImages/Dog/12484.jpg,Dog,0.3682368,0,Cat
2828,PetImages/Dog/1293.jpg,Dog,0.3678204,0,Cat
8437,PetImages/Dog/6341.jpg,Dog,0.3677761,0,Cat
4627,PetImages/Dog/2912.jpg,Dog,0.3677141,0,Cat
8384,PetImages/Dog/6294.jpg,Dog,0.36740863,1,Dog
353,PetImages/Dog/10314.jpg,Dog,0.36740267,1,Dog
5808,PetImages/Dog/3976.jpg,Dog,0.36712953,0,Cat
8026,PetImages/Dog/5972.jpg,Dog,0.36697677,0,Cat
2687,PetImages/Dog/12415.jpg,Dog,0.3668879,0,Cat
3918,PetImages/Dog/2274.jpg,Dog,0.36679396,0,Cat
7106,PetImages/Dog/5143.jpg,Dog,0.36643308,0,Cat
4753,PetImages/Dog/3025.jpg,Dog,0.3661681,1,Dog
6915,PetImages/Dog/4972.jpg,Dog,0.3657618,1,Dog
5015,PetImages/Dog/3261.jpg,Dog,0.36572093,1,Dog
3172,PetImages/Dog/1602.jpg,Dog,0.36565873,0,Cat
7985,PetImages/Dog/5935.jpg,Dog,0.365392,0,Cat
9501,PetImages/Dog/73.jpg,Dog,0.36530918,0,Cat
5074,PetImages/Dog/3314.jpg,Dog,0.36435792,0,Cat
9013,PetImages/Dog/6860.jpg,Dog,0.36422285,0,Cat
12291,PetImages/Dog/9810.jpg,Dog,0.36417896,0,Cat
4393,PetImages/Dog/2701.jpg,Dog,0.36404744,1,Dog
1862,PetImages/Dog/11673.jpg,Dog,0.36395556,0,Cat
5983,PetImages/Dog/4132.jpg,Dog,0.36366498,0,Cat
52,PetImages/Dog/10043.jpg,Dog,0.36357617,0,Cat
9440,PetImages/Dog/7244.jpg,Dog,0.36343196,1,Dog
9929,PetImages/Dog/7685.jpg,Dog,0.36303642,1,Dog
11037,PetImages/Dog/8682.jpg,Dog,0.36297417,1,Dog
1801,PetImages/Dog/11618.jpg,Dog,0.36263734,1,Dog
7640,PetImages/Dog/5624.jpg,Dog,0.36244297,1,Dog
6735,PetImages/Dog/481.jpg,Dog,0.36232716,0,Cat
3354,PetImages/Dog/1767.jpg,Dog,0.36220375,1,Dog
6126,PetImages/Dog/4261.jpg,Dog,0.36214152,1,Dog
9425,PetImages/Dog/7230.jpg,Dog,0.3615339,1,Dog
9711,PetImages/Dog/7489.jpg,Dog,0.3615241,0,Cat
9474,PetImages/Dog/7275.jpg,Dog,0.36141905,0,Cat
1813,PetImages/Dog/11629.jpg,Dog,0.361415,0,Cat
10206,PetImages/Dog/7934.jpg,Dog,0.36128062,1,Dog
12087,PetImages/Dog/9627.jpg,Dog,0.36097538,1,Dog
8673,PetImages/Dog/6554.jpg,Dog,0.36090517,1,Dog
464,PetImages/Dog/10414.jpg,Dog,0.3607128,0,Cat
5142,PetImages/Dog/3376.jpg,Dog,0.36063418,0,Cat
4250,PetImages/Dog/2573.jpg,Dog,0.3606222,0,Cat
747,PetImages/Dog/1067.jpg,Dog,0.36060426,0,Cat
6832,PetImages/Dog/4898.jpg,Dog,0.3603586,0,Cat
2593,PetImages/Dog/12330.jpg,Dog,0.36032933,1,Dog
7780,PetImages/Dog/5750.jpg,Dog,0.36027196,0,Cat
495,PetImages/Dog/10442.jpg,Dog,0.36025044,0,Cat
7116,PetImages/Dog/5152.jpg,Dog,0.35994232,1,Dog
4144,PetImages/Dog/2478.jpg,Dog,0.35988784,1,Dog
2711,PetImages/Dog/12437.jpg,Dog,0.35981995,0,Cat
2072,PetImages/Dog/11862.jpg,Dog,0.3596693,1,Dog
5932,PetImages/Dog/4087.jpg,Dog,0.35930708,1,Dog
2084,PetImages/Dog/11873.jpg,Dog,0.3592603,0,Cat
2760,PetImages/Dog/12481.jpg,Dog,0.35892865,1,Dog
7513,PetImages/Dog/551.jpg,Dog,0.35858864,0,Cat
5371,PetImages/Dog/3582.jpg,Dog,0.35852268,0,Cat
12192,PetImages/Dog/9721.jpg,Dog,0.35805973,1,Dog
5931,PetImages/Dog/4086.jpg,Dog,0.35799763,1,Dog
6030,PetImages/Dog/4175.jpg,Dog,0.3578101,0,Cat
7658,PetImages/Dog/5640.jpg,Dog,0.3577235,0,Cat
167,PetImages/Dog/10147.jpg,Dog,0.35753834,1,Dog
8533,PetImages/Dog/6428.jpg,Dog,0.35722747,1,Dog
771,PetImages/Dog/10691.jpg,Dog,0.3571516,0,Cat
4266,PetImages/Dog/2588.jpg,Dog,0.35708728,1,Dog
4648,PetImages/Dog/2931.jpg,Dog,0.35697466,1,Dog
2801,PetImages/Dog/1269.jpg,Dog,0.35674238,0,Cat
7890,PetImages/Dog/585.jpg,Dog,0.35660186,0,Cat
10599,PetImages/Dog/8288.jpg,Dog,0.3563523,1,Dog
7337,PetImages/Dog/5351.jpg,Dog,0.35573792,0,Cat
9341,PetImages/Dog/7155.jpg,Dog,0.35542333,0,Cat
1923,PetImages/Dog/11728.jpg,Dog,0.35540712,0,Cat
1619,PetImages/Dog/11454.jpg,Dog,0.35540152,1,Dog
1897,PetImages/Dog/11704.jpg,Dog,0.35526732,0,Cat
2500,PetImages/Dog/12247.jpg,Dog,0.35523206,0,Cat
5193,PetImages/Dog/3421.jpg,Dog,0.35515925,0,Cat
1836,PetImages/Dog/1165.jpg,Dog,0.3551051,0,Cat
9744,PetImages/Dog/7518.jpg,Dog,0.35416934,1,Dog
7054,PetImages/Dog/5097.jpg,Dog,0.3539914,1,Dog
119,PetImages/Dog/10103.jpg,Dog,0.35389787,1,Dog
203,PetImages/Dog/1018.jpg,Dog,0.3536123,1,Dog
9884,PetImages/Dog/7644.jpg,Dog,0.35359204,1,Dog
9689,PetImages/Dog/7469.jpg,Dog,0.35354635,1,Dog
456,PetImages/Dog/10407.jpg,Dog,0.3530535,1,Dog
6808,PetImages/Dog/4876.jpg,Dog,0.35300118,1,Dog
11764,PetImages/Dog/9336.jpg,Dog,0.35296288,1,Dog
3877,PetImages/Dog/2237.jpg,Dog,0.35274863,1,Dog
2720,PetImages/Dog/12445.jpg,Dog,0.3525963,0,Cat
145,PetImages/Dog/10127.jpg,Dog,0.35258266,0,Cat
12114,PetImages/Dog/9651.jpg,Dog,0.35255247,0,Cat
6605,PetImages/Dog/4693.jpg,Dog,0.35233486,1,Dog
3755,PetImages/Dog/2127.jpg,Dog,0.35228038,1,Dog
3524,PetImages/Dog/192.jpg,Dog,0.35224038,1,Dog
5659,PetImages/Dog/3841.jpg,Dog,0.35203862,1,Dog
2785,PetImages/Dog/1254.jpg,Dog,0.35202706,1,Dog
4242,PetImages/Dog/2566.jpg,Dog,0.35198322,0,Cat
7575,PetImages/Dog/5566.jpg,Dog,0.35178658,1,Dog
207,PetImages/Dog/10183.jpg,Dog,0.35173234,0,Cat
7327,PetImages/Dog/5342.jpg,Dog,0.35168973,0,Cat
6609,PetImages/Dog/4697.jpg,Dog,0.35155898,0,Cat
4353,PetImages/Dog/2666.jpg,Dog,0.35146588,0,Cat
6415,PetImages/Dog/4521.jpg,Dog,0.35116184,0,Cat
918,PetImages/Dog/10823.jpg,Dog,0.3510323,1,Dog
9835,PetImages/Dog/760.jpg,Dog,0.35100275,1,Dog
3998,PetImages/Dog/2346.jpg,Dog,0.35091108,0,Cat
12304,PetImages/Dog/9822.jpg,Dog,0.35078695,0,Cat
1733,PetImages/Dog/11557.jpg,Dog,0.35076606,0,Cat
5297,PetImages/Dog/3515.jpg,Dog,0.35054752,1,Dog
8521,PetImages/Dog/6417.jpg,Dog,0.35054418,1,Dog
1043,PetImages/Dog/10936.jpg,Dog,0.3505221,1,Dog
8887,PetImages/Dog/6747.jpg,Dog,0.3504279,1,Dog
8244,PetImages/Dog/6168.jpg,Dog,0.35034642,1,Dog
9408,PetImages/Dog/7215.jpg,Dog,0.3503088,1,Dog
10615,PetImages/Dog/8301.jpg,Dog,0.35000542,0,Cat
1411,PetImages/Dog/11267.jpg,Dog,0.35000283,1,Dog
3256,PetImages/Dog/1679.jpg,Dog,0.34971204,0,Cat
9887,PetImages/Dog/7647.jpg,Dog,0.3495463,1,Dog
10007,PetImages/Dog/7755.jpg,Dog,0.34951052,1,Dog
1640,PetImages/Dog/11473.jpg,Dog,0.3486814,1,Dog
11273,PetImages/Dog/8895.jpg,Dog,0.3485499,1,Dog
11184,PetImages/Dog/8814.jpg,Dog,0.3485235,1,Dog
9657,PetImages/Dog/744.jpg,Dog,0.34845778,1,Dog
3615,PetImages/Dog/2000.jpg,Dog,0.34836766,0,Cat
8279,PetImages/Dog/62.jpg,Dog,0.34822816,1,Dog
8777,PetImages/Dog/6648.jpg,Dog,0.34819508,0,Cat
2212,PetImages/Dog/11989.jpg,Dog,0.3479451,1,Dog
7563,PetImages/Dog/5555.jpg,Dog,0.34782454,1,Dog
8385,PetImages/Dog/6295.jpg,Dog,0.34781933,0,Cat
11395,PetImages/Dog/9003.jpg,Dog,0.34760538,0,Cat
2482,PetImages/Dog/12230.jpg,Dog,0.34758466,0,Cat
12136,PetImages/Dog/9671.jpg,Dog,0.34708056,0,Cat
10721,PetImages/Dog/8398.jpg,Dog,0.3470333,0,Cat
11935,PetImages/Dog/9490.jpg,Dog,0.3469305,1,Dog
6149,PetImages/Dog/4282.jpg,Dog,0.34683612,1,Dog
1769,PetImages/Dog/1159.jpg,Dog,0.3467889,1,Dog
8518,PetImages/Dog/6414.jpg,Dog,0.34656623,1,Dog
7475,PetImages/Dog/5476.jpg,Dog,0.34639275,1,Dog
5243,PetImages/Dog/3467.jpg,Dog,0.34629706,1,Dog
2773,PetImages/Dog/12493.jpg,Dog,0.34626466,0,Cat
9750,PetImages/Dog/7523.jpg,Dog,0.34604794,1,Dog
9239,PetImages/Dog/7063.jpg,Dog,0.34593138,1,Dog
10928,PetImages/Dog/8584.jpg,Dog,0.345874,0,Cat
6085,PetImages/Dog/4224.jpg,Dog,0.34586382,1,Dog
9679,PetImages/Dog/746.jpg,Dog,0.34570715,1,Dog
9502,PetImages/Dog/730.jpg,Dog,0.34564212,0,Cat
842,PetImages/Dog/10755.jpg,Dog,0.34553126,1,Dog
12465,PetImages/Dog/9968.jpg,Dog,0.34519494,1,Dog
11134,PetImages/Dog/877.jpg,Dog,0.34494066,1,Dog
7143,PetImages/Dog/5177.jpg,Dog,0.3449068,0,Cat
8730,PetImages/Dog/6605.jpg,Dog,0.34454206,1,Dog
11570,PetImages/Dog/9161.jpg,Dog,0.34442353,1,Dog
4509,PetImages/Dog/2806.jpg,Dog,0.34414914,1,Dog
10827,PetImages/Dog/8493.jpg,Dog,0.34369713,1,Dog
2551,PetImages/Dog/12293.jpg,Dog,0.3435282,1,Dog
4034,PetImages/Dog/2379.jpg,Dog,0.34341896,0,Cat
2209,PetImages/Dog/11986.jpg,Dog,0.34331462,0,Cat
4779,PetImages/Dog/3049.jpg,Dog,0.34292433,1,Dog
250,PetImages/Dog/10221.jpg,Dog,0.34290928,1,Dog
11398,PetImages/Dog/9006.jpg,Dog,0.342875,1,Dog
3761,PetImages/Dog/2132.jpg,Dog,0.34275147,0,Cat
929,PetImages/Dog/10833.jpg,Dog,0.34231263,0,Cat
6788,PetImages/Dog/4858.jpg,Dog,0.34229317,1,Dog
10179,PetImages/Dog/791.jpg,Dog,0.34212723,1,Dog
3344,PetImages/Dog/1758.jpg,Dog,0.34206104,0,Cat
4370,PetImages/Dog/2681.jpg,Dog,0.34167635,0,Cat
6007,PetImages/Dog/4154.jpg,Dog,0.34130374,0,Cat
5762,PetImages/Dog/3934.jpg,Dog,0.34102008,0,Cat
958,PetImages/Dog/1086.jpg,Dog,0.34092948,1,Dog
7014,PetImages/Dog/5060.jpg,Dog,0.34063017,0,Cat
7250,PetImages/Dog/5273.jpg,Dog,0.34062052,0,Cat
5656,PetImages/Dog/3839.jpg,Dog,0.3404571,0,Cat
7751,PetImages/Dog/5724.jpg,Dog,0.34045005,0,Cat
8112,PetImages/Dog/6049.jpg,Dog,0.34041113,0,Cat
6496,PetImages/Dog/4595.jpg,Dog,0.3402593,1,Dog
5891,PetImages/Dog/405.jpg,Dog,0.33991832,0,Cat
4928,PetImages/Dog/3183.jpg,Dog,0.33953053,1,Dog
10192,PetImages/Dog/7921.jpg,Dog,0.33919498,0,Cat
6663,PetImages/Dog/4745.jpg,Dog,0.33896807,0,Cat
